,#,Name,Title,Fed,Rating,B-Year,date,year,month
41,42,"Rublevsky, Sergei",GM,RUS,2706,1974,2014-04-01,2014,4
42,43,"Kryvoruchko, Yuriy",GM,UKR,2704,1986,2014-04-01,2014,4
43,44,"Shirov, Alexei",GM,ESP,2702,1972,2014-04-01,2014,4
44,45,"Areshchenko, Alexander",GM,UKR,2701,1986,2014-04-01,2014,4
45,46,"Malakhov, Vladimir",GM,FID,2701,1980,2014-04-01,2014,4
46,47,"Bu, Xiangzhi",GM,CHN,2699,1985,2014-04-01,2014,4
47,48,"Rapport, Richard",GM,HUN,2698,1996,2014-04-01,2014,4
48,49,"Korobov, Anton",GM,UKR,2698,1985,2014-04-01,2014,4
49,50,"Tomashevsky, Evgeny",GM,RUS,2697,1987,2014-04-01,2014,4
50,51,"Almasi, Zoltan",GM,HUN,2693,1976,2014-04-01,2014,4
51,52,"Vallejo Pons, Francisco",GM,ESP,2693,1982,2014-04-01,2014,4
52,53,"Kasimdzhanov, Rustam",GM,UZB,2693,1979,2014-04-01,2014,4
53,54,"Inarkiev, Ernesto",GM,RUS,2691,1985,2014-04-01,2014,4
54,55,"Matlakov, Maxim",GM,RUS,2690,1991,2014-04-01,2014,4
55,56,"Riazantsev, Alexander",GM,RUS,2688,1985,2014-04-01,2014,4
56,57,"Cheparinov, Ivan",GM,BUL,2686,1986,2014-04-01,2014,4
57,58,"Nisipeanu, Liviu-Dieter",GM,ROU,2686,1976,2014-04-01,2014,4
58,59,"Polgar, Judit",GM,HUN,2685,1976,2014-04-01,2014,4
59,60,"Motylev, Alexander",GM,ROU,2685,1979,2014-04-01,2014,4
60,61,"Granda Zuniga, Julio E",GM,PER,2685,1967,2014-04-01,2014,4
61,62,"Van Wely, Loek",GM,NED,2685,1972,2014-04-01,2014,4
62,63,"Sargissian, Gabriel",GM,ARM,2684,1983,2014-04-01,2014,4
63,64,"Khismatullin, Denis",GM,RUS,2681,1984,2014-04-01,2014,4
64,65,"Berkes, Ferenc",GM,HUN,2680,1985,2014-04-01,2014,4
65,66,"Sasikiran, Krishnan",GM,IND,2680,1981,2014-04-01,2014,4
66,67,"Onischuk, Alexander",GM,USA,2679,1975,2014-04-01,2014,4
67,68,"Alekseev, Evgeny",GM,ISR,2678,1985,2014-04-01,2014,4
68,69,"Rodshtein, Maxim",GM,ISR,2678,1989,2014-04-01,2014,4
69,70,"Bruzon Batista, Lazaro",GM,USA,2678,1982,2014-04-01,2014,4
70,71,"Zhigalko, Sergei",GM,BLR,2675,1989,2014-04-01,2014,4
71,72,"Akopian, Vladimir",GM,USA,2674,1971,2014-04-01,2014,4
72,73,"McShane, Luke J",GM,ENG,2674,1984,2014-04-01,2014,4
73,74,"Laznicka, Viktor",GM,CZE,2673,1988,2014-04-01,2014,4
74,75,"Dreev, Aleksey",GM,RUS,2670,1969,2014-04-01,2014,4
75,76,"Movsesian, Sergei",GM,ARM,2670,1978,2014-04-01,2014,4
76,77,"Edouard, Romain",GM,FRA,2670,1990,2014-04-01,2014,4
77,78,"Yu, Yangyi",GM,CHN,2667,1994,2014-04-01,2014,4
78,79,"Istratescu, Andrei",GM,ROU,2667,1975,2014-04-01,2014,4
79,80,"Saric, Ivan",GM,CRO,2665,1990,2014-04-01,2014,4
80,81,"Fedoseev, Vladimir",GM,SLO,2663,1995,2014-04-01,2014,4
81,82,"Lysyj, Igor",GM,FID,2662,1987,2014-04-01,2014,4
82,83,"Short, Nigel D",GM,ENG,2661,1965,2014-04-01,2014,4
83,84,"Lupulescu, Constantin",GM,ROU,2660,1984,2014-04-01,2014,4
84,85,"Mamedov, Rauf",GM,AZE,2660,1988,2014-04-01,2014,4
85,86,"Bartel, Mateusz",GM,POL,2659,1985,2014-04-01,2014,4
86,87,"Grachev, Boris",GM,RUS,2659,1986,2014-04-01,2014,4
87,88,"Efimenko, Zahar",GM,UKR,2657,1985,2014-04-01,2014,4
88,89,"Balogh, Csaba",GM,HUN,2656,1987,2014-04-01,2014,4
89,90,"Smirin, Ilia",GM,ISR,2656,1968,2014-04-01,2014,4
90,91,"Safarli, Eltaj",GM,AZE,2656,1992,2014-04-01,2014,4
91,92,"Najer, Evgeniy",GM,FID,2655,1977,2014-04-01,2014,4
92,93,"Lenic, Luka",GM,SLO,2655,1988,2014-04-01,2014,4
93,94,"Gharamian, Tigran",GM,FRA,2655,1984,2014-04-01,2014,4
94,95,"Ni, Hua",GM,CHN,2654,1983,2014-04-01,2014,4
95,96,"Howell, David W L",GM,ENG,2654,1990,2014-04-01,2014,4
96,97,"Nielsen, Peter Heine",GM,DEN,2654,1973,2014-04-01,2014,4
97,98,"Sjugirov, Sanan",GM,HUN,2653,1993,2014-04-01,2014,4
98,99,"Erdos, Viktor",GM,HUN,2651,1987,2014-04-01,2014,4
99,100,"Tiviakov, Sergei",GM,NED,2651,1973,2014-04-01,2014,4
0,1,"Carlsen, Magnus",GM,NOR,2882,1990,2014-05-01,2014,5
1,2,"Aronian, Levon",GM,USA,2815,1982,2014-05-01,2014,5
2,3,"Grischuk, Alexander",GM,RUS,2792,1983,2014-05-01,2014,5
3,4,"Anand, Viswanathan",GM,IND,2785,1969,2014-05-01,2014,5
4,5,"Caruana, Fabiano",GM,USA,2783,1992,2014-05-01,2014,5
5,6,"Kramnik, Vladimir",GM,RUS,2783,1975,2014-05-01,2014,5
6,7,"Nakamura, Hikaru",GM,USA,2772,1987,2014-05-01,2014,5
7,8,"Topalov, Veselin",GM,BUL,2772,1975,2014-05-01,2014,5
8,9,"Karjakin, Sergey",GM,RUS,2770,1990,2014-05-01,2014,5
9,10,"Dominguez Perez, Leinier",GM,USA,2768,1983,2014-05-01,2014,5
10,11,"Mamedyarov, Shakhriyar",GM,AZE,2760,1985,2014-05-01,2014,5
11,12,"Vachier-Lagrave, Maxime",GM,FRA,2758,1990,2014-05-01,2014,5
12,13,"Svidler, Peter",GM,FID,2753,1976,2014-05-01,2014,5
13,14,"Gelfand, Boris",GM,ISR,2753,1968,2014-05-01,2014,5
14,15,"Ivanchuk, Vasyl",GM,UKR,2753,1969,2014-05-01,2014,5
15,16,"Adams, Michael",GM,ENG,2750,1971,2014-05-01,2014,5
16,17,"Giri, Anish",GM,NED,2746,1994,2014-05-01,2014,5
17,18,"Vitiugov, Nikita",GM,ENG,2742,1987,2014-05-01,2014,5
18,19,"Leko, Peter",GM,HUN,2737,1979,2014-05-01,2014,5
19,20,"Nepomniachtchi, Ian",GM,RUS,2735,1990,2014-05-01,2014,5
20,21,"Wang, Hao",GM,CHN,2734,1989,2014-05-01,2014,5
21,22,"Eljanov, Pavel",GM,UKR,2732,1983,2014-05-01,2014,5
22,23,"So, Wesley",GM,USA,2731,1993,2014-05-01,2014,5
23,24,"Jakovenko, Dmitry",GM,RUS,2730,1983,2014-05-01,2014,5
24,25,"Harikrishna, Pentala",GM,IND,2726,1986,2014-05-01,2014,5
25,26,"Wojtaszek, Radoslaw",GM,POL,2724,1987,2014-05-01,2014,5
26,27,"Ponomariov, Ruslan",GM,UKR,2723,1983,2014-05-01,2014,5
27,28,"Andreikin, Dmitry",GM,FID,2722,1990,2014-05-01,2014,5
28,29,"Bacrot, Etienne",GM,FRA,2721,1983,2014-05-01,2014,5
29,30,"Morozevich, Alexander",GM,RUS,2719,1977,2014-05-01,2014,5
30,31,"Ding, Liren",GM,CHN,2714,1992,2014-05-01,2014,5
31,32,"Kamsky, Gata",GM,USA,2713,1974,2014-05-01,2014,5
32,33,"Wang, Yue",GM,CHN,2713,1987,2014-05-01,2014,5
33,34,"Radjabov, Teimour",GM,AZE,2713,1987,2014-05-01,2014,5
34,35,"Jobava, Baadur",GM,GEO,2712,1983,2014-05-01,2014,5
35,36,"Le, Quang Liem",GM,VIE,2712,1991,2014-05-01,2014,5
36,37,"Fressinet, Laurent",GM,FRA,2711,1981,2014-05-01,2014,5
37,38,"Li, Chao b",GM,CHN,2711,1989,2014-05-01,2014,5
38,39,"Navara, David",GM,CZE,2708,1985,2014-05-01,2014,5
39,40,"Moiseenko, Alexander",GM,UKR,2707,1980,2014-05-01,2014,5
40,41,"Shirov, Alexei",GM,ESP,2703,1972,2014-05-01,2014,5
41,42,"Kryvoruchko, Yuriy",GM,UKR,2703,1986,2014-05-01,2014,5
42,43,"Rapport, Richard",GM,HUN,2701,1996,2014-05-01,2014,5
43,44,"Areshchenko, Alexander",GM,UKR,2701,1986,2014-05-01,2014,5
44,45,"Naiditsch, Arkadij",GM,BUL,2700,1985,2014-05-01,2014,5
45,46,"Vallejo Pons, Francisco",GM,ESP,2700,1982,2014-05-01,2014,5
46,47,"Kasimdzhanov, Rustam",GM,UZB,2700,1979,2014-05-01,2014,5
47,48,"Rublevsky, Sergei",GM,RUS,2698,1974,2014-05-01,2014,5
48,49,"Korobov, Anton",GM,UKR,2696,1985,2014-05-01,2014,5
49,50,"Tomashevsky, Evgeny",GM,RUS,2695,1987,2014-05-01,2014,5
50,51,"Malakhov, Vladimir",GM,FID,2694,1980,2014-05-01,2014,5
51,52,"Bu, Xiangzhi",GM,CHN,2693,1985,2014-05-01,2014,5
52,53,"Almasi, Zoltan",GM,HUN,2693,1976,2014-05-01,2014,5
53,54,"Edouard, Romain",GM,FRA,2692,1990,2014-05-01,2014,5
54,55,"Riazantsev, Alexander",GM,RUS,2692,1985,2014-05-01,2014,5
55,56,"Nisipeanu, Liviu-Dieter",GM,ROU,2691,1976,2014-05-01,2014,5
56,57,"Matlakov, Maxim",GM,RUS,2689,1991,2014-05-01,2014,5
57,58,"Motylev, Alexander",GM,ROU,2687,1979,2014-05-01,2014,5
58,59,"Laznicka, Viktor",GM,CZE,2686,1988,2014-05-01,2014,5
59,60,"Cheparinov, Ivan",GM,BUL,2686,1986,2014-05-01,2014,5
60,61,"Polgar, Judit",GM,HUN,2685,1976,2014-05-01,2014,5
61,62,"Sargissian, Gabriel",GM,ARM,2684,1983,2014-05-01,2014,5
62,63,"Bruzon Batista, Lazaro",GM,USA,2682,1982,2014-05-01,2014,5
63,64,"Inarkiev, Ernesto",GM,RUS,2682,1985,2014-05-01,2014,5
64,65,"Khismatullin, Denis",GM,RUS,2682,1984,2014-05-01,2014,5
65,66,"Yu, Yangyi",GM,CHN,2675,1994,2014-05-01,2014,5
66,67,"Granda Zuniga, Julio E",GM,PER,2675,1967,2014-05-01,2014,5
67,68,"Zhigalko, Sergei",GM,BLR,2675,1989,2014-05-01,2014,5
68,69,"McShane, Luke J",GM,ENG,2674,1984,2014-05-01,2014,5
69,70,"Alekseev, Evgeny",GM,ISR,2673,1985,2014-05-01,2014,5
70,71,"Movsesian, Sergei",GM,ARM,2672,1978,2014-05-01,2014,5
71,72,"Rodshtein, Maxim",GM,ISR,2672,1989,2014-05-01,2014,5
72,73,"Sasikiran, Krishnan",GM,IND,2669,1981,2014-05-01,2014,5
73,74,"Onischuk, Alexander",GM,USA,2668,1975,2014-05-01,2014,5
74,75,"Istratescu, Andrei",GM,ROU,2667,1975,2014-05-01,2014,5
75,76,"Akopian, Vladimir",GM,USA,2667,1971,2014-05-01,2014,5
76,77,"Dreev, Aleksey",GM,RUS,2667,1969,2014-05-01,2014,5
77,78,"Saric, Ivan",GM,CRO,2666,1990,2014-05-01,2014,5
78,79,"Berkes, Ferenc",GM,HUN,2665,1985,2014-05-01,2014,5
79,80,"Fedoseev, Vladimir",GM,SLO,2662,1995,2014-05-01,2014,5
80,81,"Lysyj, Igor",GM,FID,2661,1987,2014-05-01,2014,5
81,82,"Short, Nigel D",GM,ENG,2661,1965,2014-05-01,2014,5
82,83,"Smirin, Ilia",GM,ISR,2660,1968,2014-05-01,2014,5
83,84,"Mamedov, Rauf",GM,AZE,2660,1988,2014-05-01,2014,5
84,85,"Grachev, Boris",GM,RUS,2658,1986,2014-05-01,2014,5
85,86,"Tiviakov, Sergei",GM,NED,2657,1973,2014-05-01,2014,5
86,87,"Lenic, Luka",GM,SLO,2657,1988,2014-05-01,2014,5
87,88,"Safarli, Eltaj",GM,AZE,2656,1992,2014-05-01,2014,5
88,89,"Bologan, Victor",GM,MDA,2655,1971,2014-05-01,2014,5
89,90,"Gharamian, Tigran",GM,FRA,2655,1984,2014-05-01,2014,5
90,91,"Van Wely, Loek",GM,NED,2654,1972,2014-05-01,2014,5
91,92,"Howell, David W L",GM,ENG,2654,1990,2014-05-01,2014,5
92,93,"Nielsen, Peter Heine",GM,DEN,2654,1973,2014-05-01,2014,5
93,94,"Ni, Hua",GM,CHN,2653,1983,2014-05-01,2014,5
94,95,"Najer, Evgeniy",GM,FID,2653,1977,2014-05-01,2014,5
95,96,"Gareyev, Timur",GM,NON,2653,1988,2014-05-01,2014,5
96,97,"Balogh, Csaba",GM,HUN,2651,1987,2014-05-01,2014,5
97,98,"L'Ami, Erwin",GM,NED,2651,1985,2014-05-01,2014,5
98,99,"Erdos, Viktor",GM,HUN,2651,1987,2014-05-01,2014,5
99,100,"Popov, Ivan",GM,RUS,2650,1990,2014-05-01,2014,5
0,1,"Carlsen, Magnus",GM,NOR,2881,1990,2014-06-01,2014,6
1,2,"Aronian, Levon",GM,USA,2815,1982,2014-06-01,2014,6
2,3,"Grischuk, Alexander",GM,RUS,2792,1983,2014-06-01,2014,6
3,4,"Caruana, Fabiano",GM,USA,2791,1992,2014-06-01,2014,6
4,5,"Anand, Viswanathan",GM,IND,2785,1969,2014-06-01,2014,6
5,6,"Kramnik, Vladimir",GM,RUS,2783,1975,2014-06-01,2014,6
6,7,"Nakamura, Hikaru",GM,USA,2775,1987,2014-06-01,2014,6
7,8,"Topalov, Veselin",GM,BUL,2772,1975,2014-06-01,2014,6
8,9,"Karjakin, Sergey",GM,RUS,2771,1990,2014-06-01,2014,6
9,10,"Vachier-Lagrave, Maxime",GM,FRA,2762,1990,2014-06-01,2014,6
10,11,"Dominguez Perez, Leinier",GM,USA,2760,1983,2014-06-01,2014,6
11,12,"Svidler, Peter",GM,FID,2753,1976,2014-06-01,2014,6
12,13,"Gelfand, Boris",GM,ISR,2753,1968,2014-06-01,2014,6
13,14,"Giri, Anish",GM,NED,2752,1994,2014-06-01,2014,6
14,15,"So, Wesley",GM,USA,2744,1993,2014-06-01,2014,6
15,16,"Mamedyarov, Shakhriyar",GM,AZE,2743,1985,2014-06-01,2014,6
16,17,"Adams, Michael",GM,ENG,2743,1971,2014-06-01,2014,6
17,18,"Vitiugov, Nikita",GM,ENG,2742,1987,2014-06-01,2014,6
18,19,"Ivanchuk, Vasyl",GM,UKR,2738,1969,2014-06-01,2014,6
19,20,"Leko, Peter",GM,HUN,2737,1979,2014-06-01,2014,6
20,21,"Jakovenko, Dmitry",GM,RUS,2736,1983,2014-06-01,2014,6
21,22,"Morozevich, Alexander",GM,RUS,2731,1977,2014-06-01,2014,6
22,23,"Nepomniachtchi, Ian",GM,RUS,2730,1990,2014-06-01,2014,6
23,24,"Wang, Hao",GM,CHN,2729,1989,2014-06-01,2014,6
24,25,"Harikrishna, Pentala",GM,IND,2726,1986,2014-06-01,2014,6
25,26,"Navara, David",GM,CZE,2724,1985,2014-06-01,2014,6
26,27,"Radjabov, Teimour",GM,AZE,2724,1987,2014-06-01,2014,6
27,28,"Eljanov, Pavel",GM,UKR,2723,1983,2014-06-01,2014,6
28,29,"Ponomariov, Ruslan",GM,UKR,2723,1983,2014-06-01,2014,6
29,30,"Andreikin, Dmitry",GM,FID,2722,1990,2014-06-01,2014,6
30,31,"Bacrot, Etienne",GM,FRA,2720,1983,2014-06-01,2014,6
31,32,"Fressinet, Laurent",GM,FRA,2717,1981,2014-06-01,2014,6
32,33,"Wojtaszek, Radoslaw",GM,POL,2715,1987,2014-06-01,2014,6
33,34,"Ding, Liren",GM,CHN,2714,1992,2014-06-01,2014,6
34,35,"Jobava, Baadur",GM,GEO,2713,1983,2014-06-01,2014,6
35,36,"Wang, Yue",GM,CHN,2713,1987,2014-06-01,2014,6
36,37,"Kamsky, Gata",GM,USA,2712,1974,2014-06-01,2014,6
37,38,"Le, Quang Liem",GM,VIE,2712,1991,2014-06-01,2014,6
38,39,"Li, Chao b",GM,CHN,2711,1989,2014-06-01,2014,6
39,40,"Shirov, Alexei",GM,ESP,2709,1972,2014-06-01,2014,6
40,41,"Kryvoruchko, Yuriy",GM,UKR,2707,1986,2014-06-01,2014,6
41,42,"Moiseenko, Alexander",GM,UKR,2707,1980,2014-06-01,2014,6
42,43,"Naiditsch, Arkadij",GM,BUL,2705,1985,2014-06-01,2014,6
43,44,"Edouard, Romain",GM,FRA,2702,1990,2014-06-01,2014,6
44,45,"Rapport, Richard",GM,HUN,2701,1996,2014-06-01,2014,6
45,46,"Areshchenko, Alexander",GM,UKR,2701,1986,2014-06-01,2014,6
46,47,"Kasimdzhanov, Rustam",GM,UZB,2700,1979,2014-06-01,2014,6
47,48,"Vallejo Pons, Francisco",GM,ESP,2698,1982,2014-06-01,2014,6
48,49,"Rublevsky, Sergei",GM,RUS,2698,1974,2014-06-01,2014,6
49,50,"Motylev, Alexander",GM,ROU,2696,1979,2014-06-01,2014,6
50,51,"Nisipeanu, Liviu-Dieter",GM,ROU,2696,1976,2014-06-01,2014,6
51,52,"Tomashevsky, Evgeny",GM,RUS,2695,1987,2014-06-01,2014,6
52,53,"Bruzon Batista, Lazaro",GM,USA,2694,1982,2014-06-01,2014,6
53,54,"Malakhov, Vladimir",GM,FID,2694,1980,2014-06-01,2014,6
54,55,"Bu, Xiangzhi",GM,CHN,2693,1985,2014-06-01,2014,6
55,56,"Almasi, Zoltan",GM,HUN,2692,1976,2014-06-01,2014,6
56,57,"Riazantsev, Alexander",GM,RUS,2692,1985,2014-06-01,2014,6
57,58,"Matlakov, Maxim",GM,RUS,2689,1991,2014-06-01,2014,6
58,59,"Sargissian, Gabriel",GM,ARM,2686,1983,2014-06-01,2014,6
59,60,"Polgar, Judit",GM,HUN,2685,1976,2014-06-01,2014,6
60,61,"Cheparinov, Ivan",GM,BUL,2682,1986,2014-06-01,2014,6
61,62,"Inarkiev, Ernesto",GM,RUS,2682,1985,2014-06-01,2014,6
62,63,"Korobov, Anton",GM,UKR,2680,1985,2014-06-01,2014,6
63,64,"Laznicka, Viktor",GM,CZE,2679,1988,2014-06-01,2014,6
64,65,"Zhigalko, Sergei",GM,BLR,2678,1989,2014-06-01,2014,6
65,66,"Yu, Yangyi",GM,CHN,2675,1994,2014-06-01,2014,6
66,67,"Granda Zuniga, Julio E",GM,PER,2674,1967,2014-06-01,2014,6
67,68,"Alekseev, Evgeny",GM,ISR,2673,1985,2014-06-01,2014,6
68,69,"Movsesian, Sergei",GM,ARM,2672,1978,2014-06-01,2014,6
69,70,"Rodshtein, Maxim",GM,ISR,2672,1989,2014-06-01,2014,6
70,71,"Khismatullin, Denis",GM,RUS,2671,1984,2014-06-01,2014,6
71,72,"Saric, Ivan",GM,CRO,2671,1990,2014-06-01,2014,6
72,73,"Lysyj, Igor",GM,FID,2670,1987,2014-06-01,2014,6
73,74,"McShane, Luke J",GM,ENG,2670,1984,2014-06-01,2014,6
74,75,"Sasikiran, Krishnan",GM,IND,2669,1981,2014-06-01,2014,6
75,76,"Istratescu, Andrei",GM,ROU,2668,1975,2014-06-01,2014,6
76,77,"Dreev, Aleksey",GM,RUS,2667,1969,2014-06-01,2014,6
77,78,"Akopian, Vladimir",GM,USA,2667,1971,2014-06-01,2014,6
78,79,"Short, Nigel D",GM,ENG,2665,1965,2014-06-01,2014,6
79,80,"Berkes, Ferenc",GM,HUN,2665,1985,2014-06-01,2014,6
80,81,"Fedoseev, Vladimir",GM,SLO,2662,1995,2014-06-01,2014,6
81,82,"Bologan, Victor",GM,MDA,2661,1971,2014-06-01,2014,6
82,83,"Grachev, Boris",GM,RUS,2661,1986,2014-06-01,2014,6
83,84,"Smirin, Ilia",GM,ISR,2660,1968,2014-06-01,2014,6
84,85,"Mamedov, Rauf",GM,AZE,2659,1988,2014-06-01,2014,6
85,86,"Onischuk, Alexander",GM,USA,2659,1975,2014-06-01,2014,6
86,87,"Gharamian, Tigran",GM,FRA,2659,1984,2014-06-01,2014,6
87,88,"Lenic, Luka",GM,SLO,2659,1988,2014-06-01,2014,6
88,89,"Tiviakov, Sergei",GM,NED,2656,1973,2014-06-01,2014,6
89,90,"Kuzubov, Yuriy",GM,UKR,2656,1990,2014-06-01,2014,6
90,91,"Fedorchuk, Sergey A.",GM,UKR,2655,1981,2014-06-01,2014,6
91,92,"Van Wely, Loek",GM,NED,2654,1972,2014-06-01,2014,6
92,93,"Jones, Gawain C B",GM,ENG,2654,1987,2014-06-01,2014,6
93,94,"Nielsen, Peter Heine",GM,DEN,2654,1973,2014-06-01,2014,6
94,95,"Akobian, Varuzhan",GM,USA,2653,1983,2014-06-01,2014,6
95,96,"Iturrizaga Bonelli, Eduardo",GM,ESP,2653,1989,2014-06-01,2014,6
96,97,"Sadler, Matthew D",GM,ENG,2653,1974,2014-06-01,2014,6
97,98,"Najer, Evgeniy",GM,FID,2653,1977,2014-06-01,2014,6
98,99,"Ni, Hua",GM,CHN,2653,1983,2014-06-01,2014,6
99,100,"Leitao, Rafael",GM,BRA,2652,1979,2014-06-01,2014,6
0,1,"Carlsen, Magnus",GM,NOR,2877,1990,2014-07-01,2014,7
1,2,"Aronian, Levon",GM,USA,2805,1982,2014-07-01,2014,7
2,3,"Grischuk, Alexander",GM,RUS,2795,1983,2014-07-01,2014,7
3,4,"Caruana, Fabiano",GM,USA,2789,1992,2014-07-01,2014,7
4,5,"Nakamura, Hikaru",GM,USA,2787,1987,2014-07-01,2014,7
5,6,"Karjakin, Sergey",GM,RUS,2786,1990,2014-07-01,2014,7
6,7,"Anand, Viswanathan",GM,IND,2785,1969,2014-07-01,2014,7
7,8,"Kramnik, Vladimir",GM,RUS,2777,1975,2014-07-01,2014,7
8,9,"Topalov, Veselin",GM,BUL,2772,1975,2014-07-01,2014,7
9,10,"Vachier-Lagrave, Maxime",GM,FRA,2766,1990,2014-07-01,2014,7
10,11,"Dominguez Perez, Leinier",GM,USA,2760,1983,2014-07-01,2014,7
11,12,"Gelfand, Boris",GM,ISR,2753,1968,2014-07-01,2014,7
12,13,"Svidler, Peter",GM,FID,2751,1976,2014-07-01,2014,7
13,14,"Giri, Anish",GM,NED,2750,1994,2014-07-01,2014,7
14,15,"Jakovenko, Dmitry",GM,RUS,2747,1983,2014-07-01,2014,7
15,16,"So, Wesley",GM,USA,2744,1993,2014-07-01,2014,7
16,17,"Adams, Michael",GM,ENG,2743,1971,2014-07-01,2014,7
17,18,"Mamedyarov, Shakhriyar",GM,AZE,2743,1985,2014-07-01,2014,7
18,19,"Vitiugov, Nikita",GM,ENG,2742,1987,2014-07-01,2014,7
19,20,"Leko, Peter",GM,HUN,2737,1979,2014-07-01,2014,7
20,21,"Ivanchuk, Vasyl",GM,UKR,2735,1969,2014-07-01,2014,7
21,22,"Wojtaszek, Radoslaw",GM,POL,2733,1987,2014-07-01,2014,7
22,23,"Morozevich, Alexander",GM,RUS,2731,1977,2014-07-01,2014,7
23,24,"Wang, Hao",GM,CHN,2730,1989,2014-07-01,2014,7
24,25,"Nepomniachtchi, Ian",GM,RUS,2730,1990,2014-07-01,2014,7
25,26,"Ding, Liren",GM,CHN,2726,1992,2014-07-01,2014,7
26,27,"Harikrishna, Pentala",GM,IND,2726,1986,2014-07-01,2014,7
27,28,"Radjabov, Teimour",GM,AZE,2724,1987,2014-07-01,2014,7
28,29,"Eljanov, Pavel",GM,UKR,2723,1983,2014-07-01,2014,7
29,30,"Ponomariov, Ruslan",GM,UKR,2723,1983,2014-07-01,2014,7
30,31,"Andreikin, Dmitry",GM,FID,2722,1990,2014-07-01,2014,7
31,32,"Bacrot, Etienne",GM,FRA,2720,1983,2014-07-01,2014,7
32,33,"Kamsky, Gata",GM,USA,2717,1974,2014-07-01,2014,7
33,34,"Navara, David",GM,CZE,2716,1985,2014-07-01,2014,7
34,35,"Wang, Yue",GM,CHN,2715,1987,2014-07-01,2014,7
35,36,"Jobava, Baadur",GM,GEO,2713,1983,2014-07-01,2014,7
36,37,"Li, Chao b",GM,CHN,2711,1989,2014-07-01,2014,7
37,38,"Le, Quang Liem",GM,VIE,2710,1991,2014-07-01,2014,7
38,39,"Shirov, Alexei",GM,ESP,2709,1972,2014-07-01,2014,7
39,40,"Fressinet, Laurent",GM,FRA,2708,1981,2014-07-01,2014,7
40,41,"Moiseenko, Alexander",GM,UKR,2707,1980,2014-07-01,2014,7
41,42,"Kryvoruchko, Yuriy",GM,UKR,2707,1986,2014-07-01,2014,7
42,43,"Naiditsch, Arkadij",GM,BUL,2705,1985,2014-07-01,2014,7
43,44,"Rapport, Richard",GM,HUN,2701,1996,2014-07-01,2014,7
44,45,"Tomashevsky, Evgeny",GM,RUS,2701,1987,2014-07-01,2014,7
45,46,"Areshchenko, Alexander",GM,UKR,2701,1986,2014-07-01,2014,7
46,47,"Kasimdzhanov, Rustam",GM,UZB,2700,1979,2014-07-01,2014,7
47,48,"Motylev, Alexander",GM,ROU,2698,1979,2014-07-01,2014,7
48,49,"Malakhov, Vladimir",GM,FID,2698,1980,2014-07-01,2014,7
49,50,"Rublevsky, Sergei",GM,RUS,2698,1974,2014-07-01,2014,7
50,51,"Vallejo Pons, Francisco",GM,ESP,2698,1982,2014-07-01,2014,7
51,52,"Bruzon Batista, Lazaro",GM,USA,2696,1982,2014-07-01,2014,7
52,53,"Almasi, Zoltan",GM,HUN,2693,1976,2014-07-01,2014,7
53,54,"Bu, Xiangzhi",GM,CHN,2693,1985,2014-07-01,2014,7
54,55,"Cheparinov, Ivan",GM,BUL,2690,1986,2014-07-01,2014,7
55,56,"Lysyj, Igor",GM,FID,2686,1987,2014-07-01,2014,7
56,57,"Nisipeanu, Liviu-Dieter",GM,ROU,2686,1976,2014-07-01,2014,7
57,58,"Sargissian, Gabriel",GM,ARM,2686,1983,2014-07-01,2014,7
58,59,"Matlakov, Maxim",GM,RUS,2685,1991,2014-07-01,2014,7
59,60,"Khismatullin, Denis",GM,RUS,2680,1984,2014-07-01,2014,7
60,61,"Korobov, Anton",GM,UKR,2680,1985,2014-07-01,2014,7
61,62,"Edouard, Romain",GM,FRA,2679,1990,2014-07-01,2014,7
62,63,"Laznicka, Viktor",GM,CZE,2679,1988,2014-07-01,2014,7
63,64,"Riazantsev, Alexander",GM,RUS,2678,1985,2014-07-01,2014,7
64,65,"Zhigalko, Sergei",GM,BLR,2678,1989,2014-07-01,2014,7
65,66,"Polgar, Judit",GM,HUN,2676,1976,2014-07-01,2014,7
66,67,"Alekseev, Evgeny",GM,ISR,2675,1985,2014-07-01,2014,7
67,68,"Ni, Hua",GM,CHN,2674,1983,2014-07-01,2014,7
68,69,"Granda Zuniga, Julio E",GM,PER,2674,1967,2014-07-01,2014,7
69,70,"Grachev, Boris",GM,RUS,2672,1986,2014-07-01,2014,7
70,71,"Movsesian, Sergei",GM,ARM,2672,1978,2014-07-01,2014,7
71,72,"Rodshtein, Maxim",GM,ISR,2671,1989,2014-07-01,2014,7
72,73,"Saric, Ivan",GM,CRO,2671,1990,2014-07-01,2014,7
73,74,"Istratescu, Andrei",GM,ROU,2670,1975,2014-07-01,2014,7
74,75,"Yu, Yangyi",GM,CHN,2670,1994,2014-07-01,2014,7
75,76,"McShane, Luke J",GM,ENG,2670,1984,2014-07-01,2014,7
76,77,"Sasikiran, Krishnan",GM,IND,2669,1981,2014-07-01,2014,7
77,78,"Fedoseev, Vladimir",GM,SLO,2668,1995,2014-07-01,2014,7
78,79,"Inarkiev, Ernesto",GM,RUS,2666,1985,2014-07-01,2014,7
79,80,"Jones, Gawain C B",GM,ENG,2665,1987,2014-07-01,2014,7
80,81,"Fedorchuk, Sergey A.",GM,UKR,2665,1981,2014-07-01,2014,7
