,#,Name,Title,Fed,Rating,B-Year,date,year,month
34,35,"Eljanov, Pavel",GM,UKR,2706,1983,2022-12-01,2022,12
35,36,"Harikrishna, Pentala",GM,IND,2705,1986,2022-12-01,2022,12
36,37,"Robson, Ray",GM,USA,2702,1994,2022-12-01,2022,12
37,38,"Artemiev, Vladislav",GM,RUS,2701,1998,2022-12-01,2022,12
38,39,"Deac, Bogdan-Daniel",GM,ROU,2700,2001,2022-12-01,2022,12
39,40,"Sargissian, Gabriel",GM,ARM,2699,1983,2022-12-01,2022,12
40,41,"Niemann, Hans Moke",GM,USA,2698,2003,2022-12-01,2022,12
41,42,"Bu, Xiangzhi",GM,CHN,2698,1985,2022-12-01,2022,12
42,43,"Keymer, Vincent",GM,GER,2696,2004,2022-12-01,2022,12
43,44,"Tomashevsky, Evgeny",GM,RUS,2694,1987,2022-12-01,2022,12
44,45,"Xiong, Jeffery",GM,USA,2692,2000,2022-12-01,2022,12
45,46,"Van Foreest, Jorden",GM,NED,2690,1999,2022-12-01,2022,12
46,47,"Cheparinov, Ivan",GM,BUL,2688,1986,2022-12-01,2022,12
47,48,"Adams, Michael",GM,ENG,2688,1971,2022-12-01,2022,12
48,49,"Fedoseev, Vladimir",GM,SLO,2688,1995,2022-12-01,2022,12
49,50,"Sevian, Samuel",GM,USA,2687,2000,2022-12-01,2022,12
50,51,"Wojtaszek, Radoslaw",GM,POL,2686,1987,2022-12-01,2022,12
51,52,"Moussard, Jules",GM,FRA,2684,1995,2022-12-01,2022,12
52,53,Praggnanandhaa R,GM,IND,2684,2005,2022-12-01,2022,12
53,54,"Navara, David",GM,CZE,2684,1985,2022-12-01,2022,12
54,55,"Predke, Alexandr",GM,SRB,2684,1994,2022-12-01,2022,12
55,56,"Svidler, Peter",GM,FID,2683,1976,2022-12-01,2022,12
56,57,"Amin, Bassem",GM,EGY,2682,1988,2022-12-01,2022,12
57,58,"Jakovenko, Dmitry",GM,RUS,2682,1983,2022-12-01,2022,12
58,59,"Martirosyan, Haik M.",GM,ARM,2682,2000,2022-12-01,2022,12
59,60,"Esipenko, Andrey",GM,FID,2678,2002,2022-12-01,2022,12
60,61,"Kasimdzhanov, Rustam",GM,UZB,2678,1979,2022-12-01,2022,12
61,62,"Salem, A.R. Saleh",GM,UAE,2677,1993,2022-12-01,2022,12
62,63,"Almasi, Zoltan",GM,HUN,2677,1976,2022-12-01,2022,12
63,64,"Oparin, Grigoriy",GM,USA,2675,1997,2022-12-01,2022,12
64,65,"Anton Guijarro, David",GM,ESP,2675,1995,2022-12-01,2022,12
65,66,"Kovalenko, Igor",GM,UKR,2674,1988,2022-12-01,2022,12
66,67,"Ivanchuk, Vasyl",GM,UKR,2673,1969,2022-12-01,2022,12
67,68,"Alekseenko, Kirill",GM,AUT,2672,1997,2022-12-01,2022,12
68,69,"Li, Chao b",GM,CHN,2672,1989,2022-12-01,2022,12
69,70,Nihal Sarin,GM,IND,2670,2004,2022-12-01,2022,12
70,71,Narayanan S L,GM,IND,2669,1998,2022-12-01,2022,12
71,72,"Santos Latasa, Jaime",GM,ESP,2668,1996,2022-12-01,2022,12
72,73,"Sarana, Alexey",GM,SRB,2668,2000,2022-12-01,2022,12
73,74,"Ni, Hua",GM,CHN,2667,1983,2022-12-01,2022,12
74,75,"Gelfand, Boris",GM,ISR,2667,1968,2022-12-01,2022,12
75,76,"Shirov, Alexei",GM,ESP,2666,1972,2022-12-01,2022,12
76,77,"Kamsky, Gata",GM,USA,2664,1974,2022-12-01,2022,12
77,78,"Volokitin, Andrei",GM,UKR,2663,1986,2022-12-01,2022,12
78,79,"Korobov, Anton",GM,UKR,2662,1985,2022-12-01,2022,12
79,80,"Howell, David W L",GM,ENG,2662,1990,2022-12-01,2022,12
80,81,"Matlakov, Maxim",GM,RUS,2662,1991,2022-12-01,2022,12
81,82,"Najer, Evgeniy",GM,FID,2662,1977,2022-12-01,2022,12
82,83,"Shevchenko, Kirill",GM,ROU,2661,2002,2022-12-01,2022,12
83,84,"Inarkiev, Ernesto",GM,RUS,2661,1985,2022-12-01,2022,12
84,85,"Guseinov, Gadir",GM,AZE,2661,1986,2022-12-01,2022,12
85,86,"Tabatabaei, M. Amin",GM,IRI,2660,2001,2022-12-01,2022,12
86,87,"Grandelius, Nils",GM,SWE,2660,1993,2022-12-01,2022,12
87,88,"Tari, Aryan",GM,NOR,2659,1999,2022-12-01,2022,12
88,89,"Naiditsch, Arkadij",GM,BUL,2659,1985,2022-12-01,2022,12
89,90,"Ma, Qun",GM,CHN,2659,1991,2022-12-01,2022,12
90,91,"Nyzhnyk, Illya",GM,UKR,2658,1996,2022-12-01,2022,12
91,92,"Saric, Ivan",GM,CRO,2658,1990,2022-12-01,2022,12
92,93,"Bluebaum, Matthias",GM,GER,2657,1997,2022-12-01,2022,12
93,94,"Nguyen, Thai Dai Van",GM,CZE,2656,2001,2022-12-01,2022,12
94,95,"Sindarov, Javokhir",GM,UZB,2654,2005,2022-12-01,2022,12
95,96,"Bacrot, Etienne",GM,FRA,2653,1983,2022-12-01,2022,12
96,97,"Cori, Jorge",GM,PER,2651,1995,2022-12-01,2022,12
97,98,"Malakhov, Vladimir",GM,FID,2650,1980,2022-12-01,2022,12
98,99,"Kryvoruchko, Yuriy",GM,UKR,2649,1986,2022-12-01,2022,12
99,100,"Yakubboev, Nodirbek",GM,UZB,2647,2002,2022-12-01,2022,12
0,1,"Carlsen, Magnus",GM,NOR,2859,1990,2023-01-01,2023,1
1,2,"Ding, Liren",GM,CHN,2811,1992,2023-01-01,2023,1
2,3,"Nepomniachtchi, Ian",GM,RUS,2793,1990,2023-01-01,2023,1
3,4,"Firouzja, Alireza",GM,FRA,2785,2003,2023-01-01,2023,1
4,5,"Nakamura, Hikaru",GM,USA,2768,1987,2023-01-01,2023,1
5,6,"Caruana, Fabiano",GM,USA,2766,1992,2023-01-01,2023,1
6,7,"Giri, Anish",GM,NED,2764,1994,2023-01-01,2023,1
7,8,"So, Wesley",GM,USA,2760,1993,2023-01-01,2023,1
8,9,"Anand, Viswanathan",GM,IND,2754,1969,2023-01-01,2023,1
9,10,"Karjakin, Sergey",GM,RUS,2747,1990,2023-01-01,2023,1
10,11,"Radjabov, Teimour",GM,AZE,2747,1987,2023-01-01,2023,1
11,12,"Grischuk, Alexander",GM,RUS,2745,1983,2023-01-01,2023,1
12,13,"Dominguez Perez, Leinier",GM,USA,2743,1983,2023-01-01,2023,1
13,14,"Mamedyarov, Shakhriyar",GM,AZE,2740,1985,2023-01-01,2023,1
14,15,"Rapport, Richard",GM,HUN,2740,1996,2023-01-01,2023,1
15,16,"Vachier-Lagrave, Maxime",GM,FRA,2737,1990,2023-01-01,2023,1
16,17,"Aronian, Levon",GM,USA,2735,1982,2023-01-01,2023,1
17,18,"Vidit, Santosh Gujrathi",GM,IND,2730,1994,2023-01-01,2023,1
18,19,"Yu, Yangyi",GM,CHN,2729,1994,2023-01-01,2023,1
19,20,"Duda, Jan-Krzysztof",GM,POL,2729,1998,2023-01-01,2023,1
20,21,"Andreikin, Dmitry",GM,FID,2729,1990,2023-01-01,2023,1
21,22,"Le, Quang Liem",GM,VIE,2728,1991,2023-01-01,2023,1
22,23,"Topalov, Veselin",GM,BUL,2728,1975,2023-01-01,2023,1
23,24,Gukesh D,GM,IND,2725,2006,2023-01-01,2023,1
24,25,"Vitiugov, Nikita",GM,ENG,2723,1987,2023-01-01,2023,1
25,26,"Wei, Yi",GM,CHN,2722,1999,2023-01-01,2023,1
26,27,"Wang, Hao",GM,CHN,2722,1989,2023-01-01,2023,1
27,28,Erigaisi Arjun,GM,IND,2722,2003,2023-01-01,2023,1
28,29,"Maghsoodloo, Parham",GM,IRI,2719,2000,2023-01-01,2023,1
29,30,"Abdusattorov, Nodirbek",GM,UZB,2713,2004,2023-01-01,2023,1
30,31,"Sjugirov, Sanan",GM,HUN,2712,1993,2023-01-01,2023,1
31,32,"Vallejo Pons, Francisco",GM,ESP,2710,1982,2023-01-01,2023,1
32,33,"Shankland, Sam",GM,USA,2710,1991,2023-01-01,2023,1
33,34,"Dubov, Daniil",GM,RUS,2708,1996,2023-01-01,2023,1
34,35,"Niemann, Hans Moke",GM,USA,2706,2003,2023-01-01,2023,1
35,36,"Eljanov, Pavel",GM,UKR,2706,1983,2023-01-01,2023,1
36,37,"Harikrishna, Pentala",GM,IND,2705,1986,2023-01-01,2023,1
37,38,"Robson, Ray",GM,USA,2702,1994,2023-01-01,2023,1
38,39,"Artemiev, Vladislav",GM,RUS,2701,1998,2023-01-01,2023,1
39,40,"Deac, Bogdan-Daniel",GM,ROU,2700,2001,2023-01-01,2023,1
40,41,"Sargissian, Gabriel",GM,ARM,2699,1983,2023-01-01,2023,1
41,42,"Bu, Xiangzhi",GM,CHN,2698,1985,2023-01-01,2023,1
42,43,"Keymer, Vincent",GM,GER,2696,2004,2023-01-01,2023,1
43,44,"Tomashevsky, Evgeny",GM,RUS,2694,1987,2023-01-01,2023,1
44,45,"Xiong, Jeffery",GM,USA,2692,2000,2023-01-01,2023,1
45,46,"Adams, Michael",GM,ENG,2688,1971,2023-01-01,2023,1
46,47,"Sevian, Samuel",GM,USA,2687,2000,2023-01-01,2023,1
47,48,"Alekseenko, Kirill",GM,AUT,2686,1997,2023-01-01,2023,1
48,49,"Tabatabaei, M. Amin",GM,IRI,2686,2001,2023-01-01,2023,1
49,50,"Wojtaszek, Radoslaw",GM,POL,2686,1987,2023-01-01,2023,1
50,51,"Amin, Bassem",GM,EGY,2684,1988,2023-01-01,2023,1
51,52,Praggnanandhaa R,GM,IND,2684,2005,2023-01-01,2023,1
52,53,"Predke, Alexandr",GM,SRB,2684,1994,2023-01-01,2023,1
53,54,"Navara, David",GM,CZE,2682,1985,2023-01-01,2023,1
54,55,"Martirosyan, Haik M.",GM,ARM,2682,2000,2023-01-01,2023,1
55,56,"Van Foreest, Jorden",GM,NED,2681,1999,2023-01-01,2023,1
56,57,"Moussard, Jules",GM,FRA,2681,1995,2023-01-01,2023,1
57,58,"Anton Guijarro, David",GM,ESP,2679,1995,2023-01-01,2023,1
58,59,"Kasimdzhanov, Rustam",GM,UZB,2678,1979,2023-01-01,2023,1
59,60,"Salem, A.R. Saleh",GM,UAE,2677,1993,2023-01-01,2023,1
60,61,"Almasi, Zoltan",GM,HUN,2677,1976,2023-01-01,2023,1
61,62,"Esipenko, Andrey",GM,FID,2675,2002,2023-01-01,2023,1
62,63,"Fedoseev, Vladimir",GM,SLO,2674,1995,2023-01-01,2023,1
63,64,"Kovalenko, Igor",GM,UKR,2674,1988,2023-01-01,2023,1
64,65,"Li, Chao b",GM,CHN,2672,1989,2023-01-01,2023,1
65,66,"Oparin, Grigoriy",GM,USA,2670,1997,2023-01-01,2023,1
66,67,Nihal Sarin,GM,IND,2670,2004,2023-01-01,2023,1
67,68,Narayanan S L,GM,IND,2669,1998,2023-01-01,2023,1
68,69,"Sarana, Alexey",GM,SRB,2668,2000,2023-01-01,2023,1
69,70,"Ni, Hua",GM,CHN,2667,1983,2023-01-01,2023,1
70,71,"Gelfand, Boris",GM,ISR,2667,1968,2023-01-01,2023,1
71,72,"Shirov, Alexei",GM,ESP,2666,1972,2023-01-01,2023,1
72,73,"Kamsky, Gata",GM,USA,2666,1974,2023-01-01,2023,1
73,74,"Volokitin, Andrei",GM,UKR,2666,1986,2023-01-01,2023,1
74,75,"Ivanchuk, Vasyl",GM,UKR,2664,1969,2023-01-01,2023,1
75,76,"Naiditsch, Arkadij",GM,BUL,2663,1985,2023-01-01,2023,1
76,77,"Howell, David W L",GM,ENG,2663,1990,2023-01-01,2023,1
77,78,"Shevchenko, Kirill",GM,ROU,2662,2002,2023-01-01,2023,1
78,79,"Matlakov, Maxim",GM,RUS,2662,1991,2023-01-01,2023,1
79,80,"Najer, Evgeniy",GM,FID,2662,1977,2023-01-01,2023,1
80,81,"Bluebaum, Matthias",GM,GER,2661,1997,2023-01-01,2023,1
81,82,"Inarkiev, Ernesto",GM,RUS,2661,1985,2023-01-01,2023,1
82,83,"Guseinov, Gadir",GM,AZE,2661,1986,2023-01-01,2023,1
83,84,"Grandelius, Nils",GM,SWE,2660,1993,2023-01-01,2023,1
84,85,"Cheparinov, Ivan",GM,BUL,2659,1986,2023-01-01,2023,1
85,86,"Ma, Qun",GM,CHN,2659,1991,2023-01-01,2023,1
86,87,"Saric, Ivan",GM,CRO,2657,1990,2023-01-01,2023,1
87,88,"Santos Latasa, Jaime",GM,ESP,2657,1996,2023-01-01,2023,1
88,89,"Nguyen, Thai Dai Van",GM,CZE,2656,2001,2023-01-01,2023,1
89,90,"Ponomariov, Ruslan",GM,UKR,2655,1983,2023-01-01,2023,1
90,91,"Nyzhnyk, Illya",GM,UKR,2654,1996,2023-01-01,2023,1
91,92,"Sindarov, Javokhir",GM,UZB,2654,2005,2023-01-01,2023,1
92,93,"Tari, Aryan",GM,NOR,2653,1999,2023-01-01,2023,1
93,94,"Bacrot, Etienne",GM,FRA,2653,1983,2023-01-01,2023,1
94,95,"Cori, Jorge",GM,PER,2652,1995,2023-01-01,2023,1
95,96,"Korobov, Anton",GM,UKR,2651,1985,2023-01-01,2023,1
96,97,"Malakhov, Vladimir",GM,FID,2650,1980,2023-01-01,2023,1
97,98,"Kryvoruchko, Yuriy",GM,UKR,2649,1986,2023-01-01,2023,1
98,99,"Van Wely, Loek",GM,NED,2648,1972,2023-01-01,2023,1
99,100,"Swiercz, Dariusz",GM,USA,2646,1994,2023-01-01,2023,1
0,1,"Carlsen, Magnus",GM,NOR,2852,1990,2023-02-01,2023,2
1,2,"Nepomniachtchi, Ian",GM,RUS,2793,1990,2023-02-01,2023,2
2,3,"Ding, Liren",GM,CHN,2788,1992,2023-02-01,2023,2
3,4,"Firouzja, Alireza",GM,FRA,2785,2003,2023-02-01,2023,2
4,5,"Giri, Anish",GM,NED,2780,1994,2023-02-01,2023,2
5,6,"Nakamura, Hikaru",GM,USA,2768,1987,2023-02-01,2023,2
6,7,"Caruana, Fabiano",GM,USA,2766,1992,2023-02-01,2023,2
7,8,"So, Wesley",GM,USA,2766,1993,2023-02-01,2023,2
8,9,"Anand, Viswanathan",GM,IND,2754,1969,2023-02-01,2023,2
9,10,"Karjakin, Sergey",GM,RUS,2747,1990,2023-02-01,2023,2
10,11,"Radjabov, Teimour",GM,AZE,2747,1987,2023-02-01,2023,2
11,12,"Grischuk, Alexander",GM,RUS,2745,1983,2023-02-01,2023,2
12,13,"Dominguez Perez, Leinier",GM,USA,2743,1983,2023-02-01,2023,2
13,14,"Rapport, Richard",GM,HUN,2740,1996,2023-02-01,2023,2
14,15,"Mamedyarov, Shakhriyar",GM,AZE,2740,1985,2023-02-01,2023,2
15,16,"Vachier-Lagrave, Maxime",GM,FRA,2737,1990,2023-02-01,2023,2
16,17,"Aronian, Levon",GM,USA,2736,1982,2023-02-01,2023,2
17,18,"Abdusattorov, Nodirbek",GM,UZB,2734,2004,2023-02-01,2023,2
18,19,"Vidit, Santosh Gujrathi",GM,IND,2730,1994,2023-02-01,2023,2
19,20,"Andreikin, Dmitry",GM,FID,2729,1990,2023-02-01,2023,2
20,21,"Duda, Jan-Krzysztof",GM,POL,2729,1998,2023-02-01,2023,2
21,22,"Yu, Yangyi",GM,CHN,2729,1994,2023-02-01,2023,2
22,23,"Maghsoodloo, Parham",GM,IRI,2728,2000,2023-02-01,2023,2
23,24,"Topalov, Veselin",GM,BUL,2728,1975,2023-02-01,2023,2
24,25,"Le, Quang Liem",GM,VIE,2728,1991,2023-02-01,2023,2
25,26,"Vitiugov, Nikita",GM,ENG,2723,1987,2023-02-01,2023,2
26,27,"Wang, Hao",GM,CHN,2722,1989,2023-02-01,2023,2
27,28,"Wei, Yi",GM,CHN,2722,1999,2023-02-01,2023,2
28,29,Gukesh D,GM,IND,2718,2006,2023-02-01,2023,2
29,30,"Sjugirov, Sanan",GM,HUN,2712,1993,2023-02-01,2023,2
30,31,"Shankland, Sam",GM,USA,2710,1991,2023-02-01,2023,2
31,32,"Vallejo Pons, Francisco",GM,ESP,2710,1982,2023-02-01,2023,2
32,33,"Dubov, Daniil",GM,RUS,2708,1996,2023-02-01,2023,2
33,34,"Eljanov, Pavel",GM,UKR,2706,1983,2023-02-01,2023,2
34,35,"Niemann, Hans Moke",GM,USA,2706,2003,2023-02-01,2023,2
35,36,"Harikrishna, Pentala",GM,IND,2705,1986,2023-02-01,2023,2
36,37,"Robson, Ray",GM,USA,2702,1994,2023-02-01,2023,2
37,38,Erigaisi Arjun,GM,IND,2701,2003,2023-02-01,2023,2
38,39,"Artemiev, Vladislav",GM,RUS,2701,1998,2023-02-01,2023,2
39,40,"Deac, Bogdan-Daniel",GM,ROU,2700,2001,2023-02-01,2023,2
40,41,"Sargissian, Gabriel",GM,ARM,2699,1983,2023-02-01,2023,2
41,42,"Bu, Xiangzhi",GM,CHN,2698,1985,2023-02-01,2023,2
42,43,"Tomashevsky, Evgeny",GM,RUS,2694,1987,2023-02-01,2023,2
43,44,"Xiong, Jeffery",GM,USA,2692,2000,2023-02-01,2023,2
44,45,"Keymer, Vincent",GM,GER,2690,2004,2023-02-01,2023,2
45,46,Praggnanandhaa R,GM,IND,2690,2005,2023-02-01,2023,2
46,47,"Amin, Bassem",GM,EGY,2688,1988,2023-02-01,2023,2
47,48,"Adams, Michael",GM,ENG,2688,1971,2023-02-01,2023,2
48,49,"Van Foreest, Jorden",GM,NED,2687,1999,2023-02-01,2023,2
49,50,"Sevian, Samuel",GM,USA,2687,2000,2023-02-01,2023,2
50,51,"Martirosyan, Haik M.",GM,ARM,2686,2000,2023-02-01,2023,2
51,52,"Wojtaszek, Radoslaw",GM,POL,2686,1987,2023-02-01,2023,2
52,53,"Alekseenko, Kirill",GM,AUT,2686,1997,2023-02-01,2023,2
53,54,"Navara, David",GM,CZE,2685,1985,2023-02-01,2023,2
54,55,"Moussard, Jules",GM,FRA,2684,1995,2023-02-01,2023,2
55,56,"Predke, Alexandr",GM,SRB,2684,1994,2023-02-01,2023,2
56,57,"Anton Guijarro, David",GM,ESP,2679,1995,2023-02-01,2023,2
57,58,"Kasimdzhanov, Rustam",GM,UZB,2678,1979,2023-02-01,2023,2
58,59,"Tabatabaei, M. Amin",GM,IRI,2677,2001,2023-02-01,2023,2
59,60,"Almasi, Zoltan",GM,HUN,2677,1976,2023-02-01,2023,2
60,61,"Salem, A.R. Saleh",GM,UAE,2677,1993,2023-02-01,2023,2
61,62,"Esipenko, Andrey",GM,FID,2675,2002,2023-02-01,2023,2
62,63,"Kovalenko, Igor",GM,UKR,2674,1988,2023-02-01,2023,2
63,64,"Fedoseev, Vladimir",GM,SLO,2674,1995,2023-02-01,2023,2
64,65,"Li, Chao b",GM,CHN,2672,1989,2023-02-01,2023,2
65,66,"Howell, David W L",GM,ENG,2670,1990,2023-02-01,2023,2
66,67,"Gelfand, Boris",GM,ISR,2670,1968,2023-02-01,2023,2
67,68,Nihal Sarin,GM,IND,2670,2004,2023-02-01,2023,2
68,69,Narayanan S L,GM,IND,2669,1998,2023-02-01,2023,2
69,70,"Sarana, Alexey",GM,SRB,2668,2000,2023-02-01,2023,2
70,71,"Oparin, Grigoriy",GM,USA,2667,1997,2023-02-01,2023,2
71,72,"Volokitin, Andrei",GM,UKR,2667,1986,2023-02-01,2023,2
72,73,"Ni, Hua",GM,CHN,2667,1983,2023-02-01,2023,2
73,74,"Najer, Evgeniy",GM,FID,2666,1977,2023-02-01,2023,2
74,75,"Shirov, Alexei",GM,ESP,2666,1972,2023-02-01,2023,2
75,76,"Naiditsch, Arkadij",GM,BUL,2665,1985,2023-02-01,2023,2
76,77,"Kamsky, Gata",GM,USA,2664,1974,2023-02-01,2023,2
77,78,"Ivanchuk, Vasyl",GM,UKR,2664,1969,2023-02-01,2023,2
78,79,"Bluebaum, Matthias",GM,GER,2663,1997,2023-02-01,2023,2
79,80,"Shevchenko, Kirill",GM,ROU,2662,2002,2023-02-01,2023,2
80,81,"Matlakov, Maxim",GM,RUS,2662,1991,2023-02-01,2023,2
81,82,"Sindarov, Javokhir",GM,UZB,2661,2005,2023-02-01,2023,2
82,83,"Saric, Ivan",GM,CRO,2661,1990,2023-02-01,2023,2
83,84,"Guseinov, Gadir",GM,AZE,2661,1986,2023-02-01,2023,2
84,85,"Inarkiev, Ernesto",GM,RUS,2661,1985,2023-02-01,2023,2
85,86,"Grandelius, Nils",GM,SWE,2660,1993,2023-02-01,2023,2
86,87,"Nguyen, Thai Dai Van",GM,CZE,2659,2001,2023-02-01,2023,2
87,88,"Ma, Qun",GM,CHN,2659,1991,2023-02-01,2023,2
88,89,"Cheparinov, Ivan",GM,BUL,2659,1986,2023-02-01,2023,2
89,90,"Santos Latasa, Jaime",GM,ESP,2657,1996,2023-02-01,2023,2
90,91,"Tari, Aryan",GM,NOR,2656,1999,2023-02-01,2023,2
91,92,"Ponomariov, Ruslan",GM,UKR,2655,1983,2023-02-01,2023,2
92,93,"Donchenko, Alexander",GM,GER,2654,1998,2023-02-01,2023,2
93,94,"Nyzhnyk, Illya",GM,UKR,2654,1996,2023-02-01,2023,2
94,95,"Bacrot, Etienne",GM,FRA,2653,1983,2023-02-01,2023,2
95,96,"Cori, Jorge",GM,PER,2650,1995,2023-02-01,2023,2
96,97,"Malakhov, Vladimir",GM,FID,2650,1980,2023-02-01,2023,2
97,98,"Korobov, Anton",GM,UKR,2649,1985,2023-02-01,2023,2
98,99,"Kryvoruchko, Yuriy",GM,UKR,2649,1986,2023-02-01,2023,2
99,100,"Van Wely, Loek",GM,NED,2648,1972,2023-02-01,2023,2
0,1,"Carlsen, Magnus",GM,NOR,2852,1990,2023-03-01,2023,3
1,2,"Nepomniachtchi, Ian",GM,RUS,2795,1990,2023-03-01,2023,3
2,3,"Ding, Liren",GM,CHN,2788,1992,2023-03-01,2023,3
3,4,"Firouzja, Alireza",GM,FRA,2785,2003,2023-03-01,2023,3
4,5,"Giri, Anish",GM,NED,2768,1994,2023-03-01,2023,3
5,6,"Nakamura, Hikaru",GM,USA,2768,1987,2023-03-01,2023,3
6,7,"Caruana, Fabiano",GM,USA,2766,1992,2023-03-01,2023,3
7,8,"So, Wesley",GM,USA,2761,1993,2023-03-01,2023,3
8,9,"Anand, Viswanathan",GM,IND,2754,1969,2023-03-01,2023,3
9,10,"Radjabov, Teimour",GM,AZE,2747,1987,2023-03-01,2023,3
10,11,"Aronian, Levon",GM,USA,2745,1982,2023-03-01,2023,3
11,12,"Rapport, Richard",GM,HUN,2745,1996,2023-03-01,2023,3
12,13,"Grischuk, Alexander",GM,RUS,2745,1983,2023-03-01,2023,3
13,14,"Dominguez Perez, Leinier",GM,USA,2743,1983,2023-03-01,2023,3
14,15,"Mamedyarov, Shakhriyar",GM,AZE,2738,1985,2023-03-01,2023,3
15,16,"Vachier-Lagrave, Maxime",GM,FRA,2736,1990,2023-03-01,2023,3
16,17,"Abdusattorov, Nodirbek",GM,UZB,2731,2004,2023-03-01,2023,3
17,18,Gukesh D,GM,IND,2730,2006,2023-03-01,2023,3
18,19,"Vidit, Santosh Gujrathi",GM,IND,2730,1994,2023-03-01,2023,3
19,20,"Yu, Yangyi",GM,CHN,2729,1994,2023-03-01,2023,3
20,21,"Andreikin, Dmitry",GM,FID,2729,1990,2023-03-01,2023,3
21,22,"Le, Quang Liem",GM,VIE,2728,1991,2023-03-01,2023,3
22,23,"Topalov, Veselin",GM,BUL,2728,1975,2023-03-01,2023,3
23,24,"Maghsoodloo, Parham",GM,IRI,2726,2000,2023-03-01,2023,3
24,25,"Duda, Jan-Krzysztof",GM,POL,2724,1998,2023-03-01,2023,3
25,26,"Vitiugov, Nikita",GM,ENG,2724,1987,2023-03-01,2023,3
26,27,"Wang, Hao",GM,CHN,2722,1989,2023-03-01,2023,3
27,28,"Wei, Yi",GM,CHN,2722,1999,2023-03-01,2023,3
28,29,"Sjugirov, Sanan",GM,HUN,2712,1993,2023-03-01,2023,3
29,30,"Vallejo Pons, Francisco",GM,ESP,2710,1982,2023-03-01,2023,3
30,31,"Shankland, Sam",GM,USA,2710,1991,2023-03-01,2023,3
31,32,"Dubov, Daniil",GM,RUS,2708,1996,2023-03-01,2023,3
32,33,"Harikrishna, Pentala",GM,IND,2707,1986,2023-03-01,2023,3
33,34,"Niemann, Hans Moke",GM,USA,2706,2003,2023-03-01,2023,3
34,35,"Eljanov, Pavel",GM,UKR,2704,1983,2023-03-01,2023,3
35,36,"Robson, Ray",GM,USA,2702,1994,2023-03-01,2023,3
36,37,"Artemiev, Vladislav",GM,RUS,2701,1998,2023-03-01,2023,3
37,38,Erigaisi Arjun,GM,IND,2701,2003,2023-03-01,2023,3
38,39,"Deac, Bogdan-Daniel",GM,ROU,2700,2001,2023-03-01,2023,3
39,40,"Keymer, Vincent",GM,GER,2699,2004,2023-03-01,2023,3
40,41,"Sargissian, Gabriel",GM,ARM,2699,1983,2023-03-01,2023,3
41,42,"Bu, Xiangzhi",GM,CHN,2694,1985,2023-03-01,2023,3
42,43,"Tomashevsky, Evgeny",GM,RUS,2694,1987,2023-03-01,2023,3
43,44,"Amin, Bassem",GM,EGY,2692,1988,2023-03-01,2023,3
44,45,"Xiong, Jeffery",GM,USA,2692,2000,2023-03-01,2023,3
45,46,Praggnanandhaa R,GM,IND,2691,2005,2023-03-01,2023,3
46,47,"Adams, Michael",GM,ENG,2687,1971,2023-03-01,2023,3
47,48,"Sevian, Samuel",GM,USA,2687,2000,2023-03-01,2023,3
48,49,"Alekseenko, Kirill",GM,AUT,2686,1997,2023-03-01,2023,3
49,50,"Martirosyan, Haik M.",GM,ARM,2686,2000,2023-03-01,2023,3
50,51,"Navara, David",GM,CZE,2685,1985,2023-03-01,2023,3
51,52,"Anton Guijarro, David",GM,ESP,2685,1995,2023-03-01,2023,3
52,53,"Van Foreest, Jorden",GM,NED,2684,1999,2023-03-01,2023,3
53,54,"Moussard, Jules",GM,FRA,2684,1995,2023-03-01,2023,3
54,55,"Predke, Alexandr",GM,SRB,2684,1994,2023-03-01,2023,3
55,56,"Wojtaszek, Radoslaw",GM,POL,2682,1987,2023-03-01,2023,3
56,57,"Esipenko, Andrey",GM,FID,2680,2002,2023-03-01,2023,3
57,58,"Salem, A.R. Saleh",GM,UAE,2677,1993,2023-03-01,2023,3
58,59,"Almasi, Zoltan",GM,HUN,2677,1976,2023-03-01,2023,3
59,60,"Tabatabaei, M. Amin",GM,IRI,2675,2001,2023-03-01,2023,3
60,61,"Saric, Ivan",GM,CRO,2674,1990,2023-03-01,2023,3
61,62,"Gelfand, Boris",GM,ISR,2674,1968,2023-03-01,2023,3
62,63,"Kovalenko, Igor",GM,UKR,2674,1988,2023-03-01,2023,3
63,64,"Fedoseev, Vladimir",GM,SLO,2674,1995,2023-03-01,2023,3
64,65,Nihal Sarin,GM,IND,2673,2004,2023-03-01,2023,3
65,66,"Kasimdzhanov, Rustam",GM,UZB,2672,1979,2023-03-01,2023,3
66,67,"Naiditsch, Arkadij",GM,BUL,2672,1985,2023-03-01,2023,3
67,68,"Howell, David W L",GM,ENG,2670,1990,2023-03-01,2023,3
68,69,"Ni, Hua",GM,CHN,2669,1983,2023-03-01,2023,3
69,70,"Shevchenko, Kirill",GM,ROU,2668,2002,2023-03-01,2023,3
70,71,"Sarana, Alexey",GM,SRB,2668,2000,2023-03-01,2023,3
71,72,"Oparin, Grigoriy",GM,USA,2667,1997,2023-03-01,2023,3
72,73,"Li, Chao b",GM,CHN,2666,1989,2023-03-01,2023,3
73,74,"Najer, Evgeniy",GM,FID,2666,1977,2023-03-01,2023,3
74,75,"Volokitin, Andrei",GM,UKR,2665,1986,2023-03-01,2023,3
75,76,Narayanan S L,GM,IND,2664,1998,2023-03-01,2023,3
